"hh_refno","ave_precip","dist_water_bodies","Shannon_tree","richness_tree","Slope","Elevation","dist_forest","Male_Female_ratio","hhmembers","hh_dep_ratio","literacy_rate","leveledu","hh_labor_days","Info_network","market_network","ag_implements","water_inf","farm_structures","comm_inf","dist_cell_wifi_tower","transp_inf","dist_main_roads","dist_any_roads","time_field_travel","wage_entry_n","liv_sale_number","house_tenure_n","house_walls_n","house_roof_n","house_floor_n","house_san_n","house_electricity_n","house_water_n","house_fuel_cook_n","house_fuel_light_n","hh_microf_n","landsize","farm_type","fields","CIF","Maize_yield","lands_eplot","landscape_no","eplot_no","phosphorous","sulfur","pH","Clay","Ca","Mg","K","C_capacity","Al_exc","Al_sat","Mg_indicator","K_indicator","P_indicator","S_indicator","Ca_indicator","farmproc_ph_indicator","soil_fertility_indicator","C_deficit_indicator","N_PNB","P_PNB","K_PNB","N_added","P_added","K_added","N_PNBI","P_PNBI","K_PNBI","all_PNBI","Carbon_storage","Soil_fertility","Water_storage","Nutrient_supply","Maize_yield_class"
"TZA-L10-H05",903.394841292857,9.56115214278572,1.68097329503925,9.02642857142857,4.48540041264286,784.571428571429,17.2094202732143,1.5,5,0.6,0.8,1,14.9,4,0,6,3,1,4,10.3325046972143,4,3.27530585028571,1.246408239,3,0,0,4,1,1,1,2,1,5,1,3,2,3,1,3,1,799.457352941176,"L10 _ 10","L10",10,8.923459,4.494437667,6.148226333,10.83847367,1.564207333,0.588201087,0.336987145,17.6440016125703,0.317331367,11.3061004753276,0,0.0438358864,0.0267871753,0,0,0.167,0.2376230617,0,42.9202376923077,28.0017200071154,-2.53586849271154,57.0907590384615,31.4600020023077,1.51285189190385,0.1665,0.1665,0.333,0.666,0,0.2817681844285,0.360509852491638,0.440373112791239,"0"
"TZA-L10-H06",973.271825314286,15.0083313,1.4464016931831,5.932,1.382567286,1333,27.95643997,0.5,3,1,1,1,59.6666666666667,3,0,6,3,1,4,15.74206161,1,0.901387811,0.901387811,0,0,1,4,3,3,1,2,4,10,1,4,1,3,1,2,1,224.640909090909,"L10 _ 8","L10",8,16.07429767,4.809444333,6.359700667,17.947691,1.8884443,0.634266563,0.268195638,26.2935866804349,0.2750102,8.96991754245315,0,0.02182260416,0.074697794389,0,0,0.167,0.263520398549,0,-3.77396727272727,-0.921027727272727,-1.07827636363636,0,0,0,0.333,0.333,0.333,0.999,0,0.263520398549,0.398148148148148,0.642857142857143,"0"
"TZA-L10-H07",788.8611111,21.10835075,1.58553797710689,9,4.793777943,1434,27.75112534,0.5,3,0.333333333333333,1,1,28,2,0,7,3,2,4,19.91230774,2,5.315073013,0.25,10,0,0,4,3,3,1,2,1,1,1,3,1,6,2,3,1,839.224528301887,"L10 _ 3","L10",3,9.446439333,5.816420333,6.356149,19.42524533,3.971800767,1.55331052,0.413140402,19.2676865656667,0.245753367,3.97401626898023,0,0.06820492864,0.0302911435311,0.0136342195611,0.063097624544,0.167,0.3422279162762,0,22.8295196982759,-3.43532755747126,-4.02184689655172,36.9059838362069,0,0,0.268179961685824,0.333,0.333,0.934179961685824,0,0.3288357074216,0.344470150734035,0.62189386301072,"0"
"TZA-L10-H08",788.8611111,21.10835075,1.58553797710689,9,4.793777943,1434,27.75112534,1,6,0.5,0.666666666666667,1,32.8333333333333,4,0,11,3,1,4,19.91230774,2,5.315073013,0.25,19,0,0,4,1,1,1,2,1,1,1,3,1,3,1,3,1,251.597818181818,"L10 _ 3","L10",3,11.76040861225,7.38309041425,6.18719144908333,31.2773232583333,4.00400764633333,1.48890222383333,0.354769636371795,31.176689182848,0.25507308475,5.85272768598917,0.00867994989377778,0.0512447138386325,0.046339449713,0.040242689967975,0.0630273134986667,0.167,0.376534116912052,0.0690120264380854,24.3346402894737,14.3042509483918,4.34029528078947,28.9047822368421,15.4195832093567,5.64605012289474,0.285170663450292,0.1665,0.333,0.784670663450292,0,0.3288357074216,0.344470150734035,0.62189386301072,"0"
"TZA-L10-H10",715.9444444,14.6528137758571,1.5417961946747,8.51828571428571,2.86586702728571,1004.35714285714,21.3539449135714,0.2,6,0.666666666666667,0.5,0,3.66666666666667,2,0,3,3,1,3,6.693282519,1,1.28385595764286,0.694149017428571,1,0,1,4,1,3,1,2,1,3,1,3,1,1,1,2,1,370.6575,"L10 _ 6","L10",6,8.56153371291667,9.64819353058333,6.30425771741667,39.6585761525,5.76032943383333,2.47540077013889,0.512741332059829,30.9657104006353,0.277938689833333,4.78825818842796,0.0290403073937778,0.072306965965812,0.0250703365682083,0.0765107582649167,0.098056004992,0.167,0.467984373184715,0.0103002754882113,-6.227046,-1.51969575,-1.779156,0,0,0,0.333,0.333,0.333,0.999,0,0.33208752747055,0.275890072901126,0.781629940501217,"0"
"TZA-L10-H11",896.138888842857,7.76145615728572,1.57906670112523,7.90414285714286,4.4374958595,617.928571428571,15.0802303725,1,4,0.5,0.5,1,7.5,4,0,1,3,1,3,11.2037117472143,2,4.41626119692857,2.04267912028571,12.5,0,2.21428571428571,4,3,4,1,2,1,3,1,3,1,1,1,3,1,2625.490625,"L10 _ 10","L10",10,10.87765667,5.339551667,6.369779667,22.47269133,3.454784833,1.123397786,0.351510233,20.0965834204672,0.249593033,4.81906267662998,0,0.04848327456,0.039880299689,0.0056705128388999,0.046553114656,0.167,0.3075872017439,0,14.0108535,-10.3001600833333,-12.058724,56.2163875,0,0,0.21996135,0.215551998148148,0.333,0.768513348148148,0,0.2817681844285,0.360509852491638,0.440373112791239,"2"
"TZA-L10-H12",788.8611111,21.10835075,1.58553797710689,9,4.793777943,1434,27.75112534,4,5,0.6,0.4,1,23.2,2,0,3,3,1,2,19.91230774,2,5.315073013,0.25,0,0,2,4,3,3,2,2,1,1,1,3,1,1,1,2,1,642.473,"L10 _ 3","L10",3,26.1261097036667,10.1743987825,6.12664558808333,45.741624135,7.39134772358333,2.58926336425,0.666869047628205,64.6173975193094,0.305412735166667,3.20550386030338,0.0230511915066667,0.129662739253333,0.0824038831549834,0.08641245966775,0.130536729957333,0.167,0.619067003540067,0.405185080125619,-7.4576289,-2.6341393,-3.0838704,3.3359175,0,0,0.333,0.333,0.333,0.999,0,0.3288357074216,0.344470150734035,0.62189386301072,"0"
"TZA-L10-H13",953.305555514286,7.2515720385,1.70009435479296,11.4494285714286,3.83994029014286,578,14.8614044527857,3,4,0.75,1,1,81,2,0,4,3,2,4,14.0886684476429,1,5.64869282,2.14995500878571,1,0,4,4,3,1,1,2,1,3,1,3,1,2,1,2,1,190.080769230769,"L10 _ 10","L10",10,10.32832267,5.139877333,6.361051667,20.78318033,3.6422998,1.172992213,0.387512962,21.3972803886907,0.276921967,5.05357237561419,0,0.06000414784,0.036199761889,0.0023359514610999,0.0525535936,0.167,0.3180934547901,0,4.40987384615385,1.87039476923077,8.2564116525641,7.60323076923077,2.64972592307692,9.1687993448718,0.333,0.333,0.333,0.999,0,0.2817681844285,0.360509852491638,0.440373112791239,"0"
"TZA-L10-H14",898.476190457143,10.3297409405714,1.80072037999105,10.1522857142857,4.47249567507143,692.357142857143,15.7498130803571,1.33333333333333,7,0.714285714285714,0.714285714285714,1,22.5714285714286,4,0,4,3,1,2,14.4733988381429,2,5.63789347221429,1.97068319792857,16,1,10,4,2,1,1,2,1,1,1,3,1,1,1,2,1,1074.36956521739,"L10 _ 9","L10",9,14.99738933,4.368704667,6.325746,15.470635,1.649417767,0.606232075,0.395105585,19.2015115975302,0.329906833,11.0682393449032,0,0.0624337872,0.067482508511,0,0,0.167,0.296916295711,0,-18.0494086956522,-4.4049152173913,-5.15697391304348,0,0,0,0.333,0.333,0.333,0.999,0.0063057325818805,0.378091838384333,0.443599071966043,0.75244993203597,"0"
"TZA-L10-H15",715.9444444,13.3513126378571,1.55220154699568,8.22214285714286,3.09901023771429,893.571428571429,20.940425735,1,4,0.463690476190476,1,1,20.5,4,0,5,3,2,4,5.23351085185714,4,1.34496676064286,0.893901463071429,0.5,0,4,4,2,3,2,2,4,5,1,4,2,40,3,3,1,1544.40625,"L10 _ 6","L10",6,25.14174267,4.628651,6.368828333,21.513727,2.7743905,0.78204518,0.446530619,27.7988688813886,0.252282633,5.92873970551531,0,0.07888979808,0.135449675889,0,0.024780496,0.167,0.406119969969,0,-16.6795875,-3.10271215625,3.7613242015625,9.2664375,3.22935346875,11.1744742015625,0.333,0.333,0.333,0.999,0,0.33208752747055,0.275890072901126,0.781629940501217,"1"
"TZA-L10-H17",892.162698435714,10.6871077834286,1.76951072250228,10.892,4.59048332478571,823.285714285714,16.9032058721429,0.666666666666667,5,0.6,0.6,1,17.9,2,0,5,3,1,4,11.9965536763571,1,4.16649690721429,1.41972984164286,5,0,4,4,1,1,1,2,1,5,1,3,1,5,2,3,1,423.608571428571,"L10 _ 9","L10",9,10.5380583606667,10.01148431275,6.25436642125,42.4308226991667,6.58546459541667,2.874656483875,0.621420901230769,43.5817647262435,0.290056301,2.9559528831364,0.030845619068,0.107101673700513,0.0377683396972083,0.0832654124419167,0.122520669434667,0.167,0.548501714342304,0.110977170199328,-23.1020710909091,-8.28154757142857,-6.1384732987013,0,0,0,0.227124898989899,0.223985555555556,0.333,0.784110454545455,0.0063057325818805,0.378091838384333,0.443599071966043,0.75244993203597,"0"
"TZA-L10-H18",715.9444444,19.14418983,1.87570916039828,15,4.151501179,1441,22.73900795,1,4,0.25,1,0,24.75,4,0,5,3,1,1,12.00260353,1,1.820027471,0.353553385,3.5,0,0,4,6,1,1,2,1,3,1,3,1,2,1,3,1,810.5044,"L10 _ 5","L10",5,17.21157833,4.599365667,6.216376333,21.71917567,3.199435733,0.919056712,0.424215045,20.7646665977769,0.286605367,5.93470283426701,0,0.0717488144,0.082317574811,0,0.038381943456,0.167,0.359448332667,0,36.2757004027778,-3.18713969791667,-3.7312855,49.3351996527778,0,0,0.1640408375,0.333,0.333,0.8300408375,0,0.385301755161475,0.483872987792656,0.221548722249263,"0"
"TZA-L10-H19",813.5,21.40093422,1.7821910681784,15,1.691917181,1433,21.74425125,0.75,7,0.571428571428571,0.571428571428571,1,24.7857142857143,1,0.0714285714285714,5,3,1,4,13.25943089,2,4.366062164,0.5,2.5,0,0,4,6,4,2,2,1,3,1,3,1,3,1,3,1,1442.94890510949,"L10 _ 1","L10",1,19.615979,5.471574333,6.272223667,19.12551067,3.639926667,1.234595644,0.428065986,22.7604942568589,0.284604333,5.09387006762285,0,0.07298111552,0.0984270593,0.0078752913611,0.052477653344,0.167,0.3987611195251,0,27.308137122807,6.5258523022807,-6.88772673684211,51.4151807017544,12.40911889,0,0.2221241208577,0.173031056050682,0.333,0.728155176908382,0,0.33427166628824,0.365370185384948,0.551919862929247,"0"
"TZA-L10-H20",727.6944444,19.47434235,1.29117805336712,11,3.677948952,1434,22.25561714,1.33333333333333,7,0.714285714285714,0.714285714285714,0,12.1904761904762,3,0,4,3,1,4,11.60010815,1,2,0.559017003,12.6666666666667,2,0,4,2,1,1,2,1,3,1,3,1,2,1,4,1,276.928017241379,"L10 _ 7","L10",7,4.55792,5.894690333,6.121784333,36.46472733,1.520694267,0.702000747,0.217726715,18.6614972064204,0.3015058,10.9961257841837,0,0.0056725488,0,0.0149413285611,0,0.167,0.1876138773611,0,-1.50439056434109,-1.28253241627907,-1.81951009819121,4.51684953488372,0,0,0.333,0.333,0.333,0.999,0,0.2675584304827,0.634013572917091,0.642857142857143,"0"
"TZA-L10-H21",727.6944444,17.30064964,1.79168456285177,6.842,1.742046118,1357,24.86463356,1,6,0.333333333333333,0.833333333333333,2,12.9666666666667,3,0,15,3,1,4,13.30883121,2,0.75,0.25,35.5,0,0,4,5,1,1,2,1,1,1,3,1,1,1,5,1,860.652962298025,"L10 _ 4","L10",4,22.72941767,4.847178333,6.290184333,19.53470533,3.352063567,1.079382644,0.435380247,19.1928168769568,0.290224433,5.62772094234119,0,0.07532167904,0.119287098389,0,0.043266034144,0.167,0.404874811573,0,-26.4602818459548,-6.33935181164229,-6.51862457259015,1.1317786259542,0.394424851145038,1.36482127652672,0.24975,0.24975,0.322744222222222,0.822244222222222,0.0260238038276059,0.4590846014885,0.419694224291521,0.486079433584519,"0"
"TZA-L10-H22",727.6944444,17.30064964,1.79168456285177,6.842,1.742046118,1357,24.86463356,0.333333333333333,4,0.75,0.75,1,5.5,2,0,1,3,1,4,13.30883121,1,0.75,0.25,11.5,0,1.92857142857143,4,4,1,1,2,1,3,1,3,1,3,1,3,1,211.804285714286,"L10 _ 4","L10",4,12.95006467,8.911776333,6.308332,19.711844,4.369445,1.595573027,0.535997277,17.8528094434481,0.308618133,4.53208143808637,0,0.10751912864,0.053765433289,0.0653266647611,0.07582224,0.167,0.4694334666901,0,2.05344255,34.45749494875,-1.3195407,6.671835,35.58460263,0,0.333,0.1665,0.333,0.8325,0.0260238038276059,0.4590846014885,0.419694224291521,0.486079433584519,"0"
"TZA-L10-H23",813.5,22.17120934,1.26505674362391,4.25,1.485495925,1566,23.52126694,0.6,8,0.625,0.75,1,11.5,4,0,7,3,1,4,16.26729774,2,6.25,0.25,0,0,0,4,3,3,1,2,1,1,1,3,1,3,1,2,1,195.082894736842,"L10 _ 2","L10",2,21.3533617580833,7.44216939083333,6.317376375,30.826139555,5.47763666383333,1.65807256590278,0.427450477626068,38.1707441091094,0.2643880125,4.60411623203624,0.00985182820266667,0.0724267930666667,0.0648454589949917,0.041049418796825,0.080738730832,0.167,0.43591222989315,0.162269910324307,147.846823157895,-0.255948757894737,0.945618812894737,151.124215789474,0.543891110526316,1.88201670763158,0,0.333,0.333,0.666,0,0.285258702864,0.407414513599893,0.305761463913933,"0"
"TZA-L10-H24",715.9444444,19.14418983,1.87570916039828,15,4.151501179,1441,22.73900795,2,6,0.333333333333333,0.666666666666667,2,14.25,3,0,10,3,2,4,12.00260353,1,1.820027471,0.353553385,10,0,0,4,3,3,2,2,1,3,1,3,1,5,2,3,1,483.466304347826,"L10 _ 5","L10",5,29.64913333,4.376583333,6.404578,21.81041067,3.559600333,1.041846942,0.473518262,26.4077187650484,0.2688355,5.03079171807871,0,0.08752584384,0.165649193311,0,0.049907210656,0.167,0.470082247807,0,24.7146184166667,-1.34521216388889,-0.917658737638889,31.4029270833333,0.287053641666667,0.993286595694444,0.280948684259259,0.333,0.333,0.946948684259259,0,0.385301755161475,0.483872987792656,0.221548722249263,"0"
"TZA-L10-H26",813.5,21.40093422,1.7821910681784,15,1.691917181,1433,21.74425125,0.4,7,0.571428571428571,0.571428571428571,1,31.7142857142857,4,0,4,3,1,2,13.25943089,1,4.366062164,0.5,2,0,1.71428571428571,4,1,1,1,2,1,1,1,3,1,2,1,2,1,123.5525,"L10 _ 1","L10",1,24.054605,5.042969333,6.380304667,20.46127067,3.4230315,0.972392643,0.441998503,22.7745887551109,0.2644488,5.18336855012948,0,0.07743952096,0.1281658535,0.0007175878611,0.045537008,0.167,0.4188599703211,0,-2.075682,-0.50656525,-0.593052,0,0,0,0.333,0.333,0.333,0.999,0,0.33427166628824,0.365370185384948,0.551919862929247,"0"
"TZA-L10-H27",813.5,22.17120934,1.26505674362391,4.25,1.485495925,1566,23.52126694,1.4297619047619,4,0.5,0.5,1,9.75,3,0,4,3,1,4,16.26729774,1,6.25,0.25,1,0,10,4,3,3,2,2,1,1,1,3,1,1,1,2,1,314.497272727273,"L10 _ 2","L10",2,15.122186,5.35653,6.298912333,22.18726933,2.698573067,0.730890318,0.267598961,33.4755151015654,0.2390436,6.07309872446203,0,0.02163166752,0.0683186462,0.005954051,0.022354338144,0.167,0.285258702864,0,25.0429685454545,31.0601999363636,-1.50958690909091,30.3265227272727,32.3496387545455,0,0.27730034949495,0,0.333,0.610300349494949,0,0.285258702864,0.407414513599893,0.305761463913933,"0"
"TZA-L10-H28",813.5,21.40093422,1.7821910681784,15,1.691917181,1433,21.74425125,1.5,5,0.6,0.6,1,23.6,3,0,4,3,1,1,13.25943089,1,4.366062164,0.5,1.5,2,0,4,1,1,1,2,1,1,1,3,1,3,1,3,1,265.704301075269,"L10 _ 1","L10",1,12.88333033,4.870737667,6.074765,19.50212867,1.721628033,0.59729724,0.316074993,21.1917293092268,0.372346,12.3812147676379,0,0.03714399776,0.053318313211,0,0,0.167,0.257462310971,0,-4.38199533333333,-1.06941552777778,-1.25199866666667,0,0,0,0.333,0.333,0.333,0.999,0,0.33427166628824,0.365370185384948,0.551919862929247,"0"
"TZA-L10-H29",813.5,22.17120934,1.26505674362391,4.25,1.485495925,1566,23.52126694,6,7,0.714285714285714,0.714285714285714,0,24.7142857142857,1,0.0714285714285714,7,3,1,2,16.26729774,1,6.25,0.25,0,0,5,4,1,1,1,2,1,5,1,3,1,5,2,2,1,380.161538461538,"L10 _ 2","L10",2,9.95868396291667,9.60701400275,6.33174213408333,39.8509329858333,5.91349379216667,2.51244657863889,0.525861604476496,31.4003761886205,0.269312814833333,4.17572293429803,0.0290403073937778,0.0765054531391453,0.0344312432432083,0.0765107582649167,0.102214939213333,0.167,0.485702701254381,0.0103002754882113,15.4725746153846,-1.55866230769231,-1.82477538461538,21.8592884615385,0,0,0.333,0.333,0.333,0.999,0,0.285258702864,0.407414513599893,0.305761463913933,"0"
"TZA-L10-H30",907.886904764286,10.1872734417143,1.85688990673447,11.9131428571429,4.413698537,706.571428571429,15.5794301720714,1.5,5,0.6,0.6,1,18.4,4,0,6,3,1,4,12.800448179,1,4.78375261178572,1.65116216035714,10.5,0,0,4,4,1,1,2,1,3,1,3,1,1,1,3,1,279.336086956522,"L10 _ 9","L10",9,4.317222667,6.806615667,6.061053,39.071834,1.813017567,0.784505664,0.205323782,19.1761647837426,0.351888333,11.1542901196505,0,0.00170361024,0,0.0301704816389,0,0.167,0.1988740918789,0,-4.59166018181818,-1.12058373484848,-1.31190290909091,0,0,0,0.333,0.333,0.333,0.999,0.0063057325818805,0.378091838384333,0.443599071966043,0.75244993203597,"0"
"TZA-L10-H31",715.9444444,14.691400733,1.51646187517322,8.55114285714286,2.90362141814286,1057.07142857143,22.2637096121429,0.666666666666667,5,0.4,0.8,1,34.2,4,0,5,3,1,3,7.99151766257143,1,1.35905421635714,0.805061561857143,0,1,0,4,5,1,1,2,1,3,1,3,1,3,1,2,1,521.364395604396,"L10 _ 6","L10",6,12.95158633,6.176866333,6.146512667,25.84996833,2.0360846,0.657735623,0.25147213,34.5088580755689,0.273655233,8.50138828573023,0,0.0164710816,0.053775628411,0.0196536677611,0.0011547072,0.167,0.2580550849721,0,20.5678254065934,-2.13759402197802,-2.5025490989011,29.3267472527473,0,0,0.327024162148962,0.333,0.333,0.993024162148962,0,0.33208752747055,0.275890072901126,0.781629940501217,"0"
"TZA-L10-H32",727.6944444,19.47434235,1.29117805336712,11,3.677948952,1434,22.25561714,0.5,3,0.666666666666667,1,0,24,4,0,1,3,1,1,11.60010815,1,2,0.559017003,1,0,0,4,3,3,1,2,1,1,1,3,1,1,1,2,1,741.315,"L10 _ 7","L10",7,19.01341133,5.182132,6.399867667,22.259123,3.059091,0.811378135,0.328986554,34.0649244127992,0.243501233,5.48061206252677,0,0.04127569728,0.094389855911,0.0030416043999999,0.033890912,0.167,0.339598069591,0,-12.454092,-3.0393915,-3.558312,0,0,0,0.333,0.333,0.333,0.999,0,0.2675584304827,0.634013572917091,0.642857142857143,"0"
"TZA-L11-H01",1191.611111,17.58728218,1.79178838930147,14,2.196050882,1281,34.35476685,0.25,5,0.4,0.8,0,33.6,2,0,7,3,1,4,1.346291184,4,1.75,0,4,0,0,4,3,4,2,2,2,3,1,5,1,1,1,2,1,2372.208,"L11 _ 2","L11",2,3.090814333,11.76378533,6.257088333,77.08709433,5.774329,3.206854017,0.915636289,49.2510433670463,0.520629333,4.99766642525992,0.038619328544,0.167,0,0.112955215011,0.120778528,0.167,0.606353071555,0,-39.8530944,-9.7260528,-11.3865984,0,0,0,0.112743395555556,0.228309937777778,0.333,0.674053333333333,0.10678259686634,0.4970518039862,0.64470378249968,0.428571428571429,"1"
"TZA-L11-H02",1161.861111,13.48378658,1.19467617547707,3.376,3.38595891,1362,32.09069061,2,3,0.333333333333333,0.666666666666667,1,29.3333333333333,2,0,13,3,3,4,5,2,0.25,0.25,7,1,10,4,4,1,1,2,1,5,1,3,1,1,1,2,1,1751.3566875,"L11 _ 12","L11",12,7.301456667,11.88516133,5.953228,70.22675233,3.432510067,1.52437479,0.532948476,30.6078884458632,0.3001482,5.18392326969102,0,0.10654351232,0.0159197596689,0.114982194211,0.045840322144,0.167,0.4502857883439,0,-1.2373782875,-7.18056241875,-8.4065121,28.1854140625,0,0,0.333,0.284876390694444,0.333,0.950876390694444,0.45941420528363,0.58632465357595,0.652974413722681,0.928571428571429,"1"
"TZA-L11-H03",1161.861111,13.75,1.5037706414309,6.61,4.452184677,1371,34.33839035,1,2,0.580573593073593,1,1,8,2,0,7,3,2,4,2.795084953,1,1.581138849,0.25,3,0,6,4,5,1,1,2,1,1,1,3,1,1,1,2,1,2075.682,"L11 _ 5","L11",5,5.836155333,11.91577033,5.399845,62.94936067,3.212872767,2.035313637,0.319614464,38.8283673352494,0.381920567,6.41913358755425,0.001130036384,0.03827662848,0.0061022407310999,0.115493364511,0.038811928544,0.150274115,0.3500883136501,0,1.88541115,-8.5102962,-9.9632736,36.75686875,0,0,0.333,0.255326751111111,0.333,0.921326751111111,0.0631744427920034,0.41381279638896,0.637022311486453,0.788216020836733,"1"
"TZA-L11-H04",1161.861111,13.83157635,0,0.182,1.815316081,1371,32.76144791,0.5,3,0.666666666666667,0.666666666666667,1,8,2,0,15,3,2,4,3.905124903,1,0.353553385,0.353553385,0,1,2,4,3,4,1,2,1,6,1,3,2,1,1,2,1,2471.05,"L11 _ 6","L11",6,4.846935667,22.503016,5.133855333,65.853707,3.292191167,1.536601063,0.560707736,59.5535237048072,0.85909,13.7485417458099,0,0.11542647552,0,0.167,0.041350117344,0.105853840611,0.429630433475,0.318450588315162,-6.50709833333333,-10.131305,-11.86104,35.0065416666667,0,0,0.333,0.219304333333333,0.333,0.885304333333333,0.111187640764184,0.526460487134975,0.687962962962963,0.692417734548074,"1"
"TZA-L11-H05",1191.611111,17.58728218,1.79178838930147,14,2.196050882,1281,34.35476685,0.25,5,0.6,1,1,9.6,2,0,3,3,1,2,1.346291184,1,1.75,0,4,2,1.07142857142857,4,4,2,1,2,1,8,1,2,2,2,1,2,1,3706.575,"L11 _ 2","L11",2,6.042624667,9.937765333,5.992930667,66.348902,5.013598667,1.735983664,0.468527036,58.0573289305029,0.294461567,3.91958451490077,0,0.08592865152,0.0074855852689,0.0824606810611,0.096435157344,0.167,0.439310075194,0.268577434158999,-62.27046,-15.1969575,-17.79156,0,0,0,0,0.106734277777778,0.333,0.439734277777778,0.10678259686634,0.4970518039862,0.64470378249968,0.428571428571429,"2"
"TZA-L11-H06",1161.861111,13.75,1.5037706414309,6.61,4.452184677,1371,34.33839035,1.33928571428571,1,0.539880952380952,1,1,48,4,0,4,3,1,1,2.795084953,1,1.581138849,0.25,0,0,1.92857142857143,4,4,1,1,2,1,1,1,3,1,2,1,2,1,536.814310344828,"L11 _ 5","L11",5,6.117677667,13.37327233,5.563817333,66.51588133,3.857741667,2.288289879,0.570918789,59.4761724664178,0.417982333,5.85825196185299,0.009225276128,0.11869401248,0.0079884403689,0.139833647911,0.059447733344,0.167,0.5021891102319,0.315872213960017,10.1534592413793,14.9150873827586,-2.57670868965517,19.1719396551724,17.1160260551724,0,0.333,0.112998058160919,0.333,0.778998058160919,0.0631744427920034,0.41381279638896,0.637022311486453,0.788216020836733,"0"
"TZA-L11-H07",1161.861111,13.83157635,0,0.182,1.815316081,1371,32.76144791,4,5,0.6,0.8,1,11.72,2,0,13,3,2,3,3.905124903,2,0.353553385,0.353553385,4.75,1,0,4,3,1,1,2,1,5,1,3,1,2,1,5,1,1368.58153846154,"L11 _ 6","L11",6,2.215428667,16.000797,5.763250667,79.35745633,2.766668,1.27274467,0.334061683,25.421601470117,0.326787,6.95252828422879,0,0.04289973856,0,0.167,0.024533376,0.167,0.40143311456,0,36.8402105272727,10.5406007363636,44.534498625,51.3753759090909,14.0917242272727,48.7613419704545,0.146219883030303,0.161087393737374,0.145302639818182,0.452609916585859,0.111187640764184,0.526460487134975,0.687962962962963,0.692417734548074,"0"
"TZA-L11-H08",1161.861111,12.1269331,1.11267304452028,3.216,7.174258232,1477,36.67424011,0.5,3,0.333333333333333,0.666666666666667,1,35.6666666666667,2,0,6,3,2,4,4.279310703,1,3.092329264,0.353553385,1,0,0,4,3,3,1,2,1,4,1,3,1,1,1,3,1,1415.23772727273,"L11 _ 8","L11",8,2.688459333,11.016002,5.901971333,70.09857767,3.6689227,1.500157848,0.341122582,28.8661691643486,0.216300633,3.77718485749644,0,0.04515922624,0,0.1004672334,0.0534055264,0.167,0.36603198604,0,11.7891549090909,-3.78340219090909,-6.27657932045455,28.8663568181818,0,0,0.255629334343434,0.324250281313131,0.333,0.912879615656566,0.0709285962347042,0.402735388667017,0.608582083991594,0.51660495238921,"0"
"TZA-L11-H09",1196.527778,17.89203644,2.03622744010262,12,5.917351723,1222,28.28647995,0.75,7,0.428571428571429,0.857142857142857,1,31.1428571428571,2,0,12,3,2,4,6.329494476,1,4.25,1.767766953,5,1,0,4,3,3,1,2,1,1,1,3,1,7,2,3,1,1816.22175,"L11 _ 13","L11",13,3.816068333,10.70941833,6.262165,66.88694133,6.847521833,3.34528868,0.863529512,39.0316836391387,0.275440533,2.43069067204575,0.04304923776,0.167,0,0.095347286111,0.155120698656,0.167,0.627517222527,0,30.7489225166667,-7.446509175,-8.7178644,61.2614479166667,0,0,0.213900860925926,0.278966462777778,0.333,0.825867323703704,0.153390693194213,0.635737298720644,0.57213458368154,0.890213243846592,"1"
"TZA-L11-H10",1161.861111,13.75,1.5037706414309,6.61,4.452184677,1371,34.33839035,1,6,0.166666666666667,1,1,15.5,2,0,25,3,3,4,2.795084953,2,1.581138849,0.25,2.5,0,0,4,3,3,1,2,1,9,1,3,1,8,2,5,1,4336.69275,"L11 _ 5","L11",5,2.249133333,27.04931867,5.054134,81.27977533,2.3655268,1.120747733,0.326672871,31.6544370517991,1.231264,24.4094448346004,0,0.04053531872,0,0.167,0.0116968576,0.0925403780000001,0.31177255432,0,-6.39515509174298,-14.5055196938462,-17.7209640023077,53.6718886313339,0,0,0.237783081550672,0.167292456666667,0.272951644444444,0.678027182661783,0.0631744427920034,0.41381279638896,0.637022311486453,0.788216020836733,"2"
"TZA-L11-H11",1161.861111,13.25943089,0,0.66,3.991119146,1374,33.87938309,0.5,3,0.539880952380952,1,1,25,3,0,16,3,2,4,3.605551243,2,1.414213538,0.75,18.6666666666667,0,0,4,3,3,2,2,1,5,1,3,2,4,1,4,1,1194.228,"L11 _ 11","L11",11,3.008707667,19.62998933,6.073019,73.31422833,2.3394688,1.464038128,0.330137999,25.1865289615937,0.457023833,9.95549574350034,0,0.04164415968,0,0.167,0.0108630016,0.167,0.38650716128,0,12.0423250438398,-7.52611228571428,-8.81105828571429,42.8810290438398,0,0,0.28617898526749,0.244069685925926,0.333,0.863248671193416,0.0730662689541929,0.458145264994442,0.636693079748333,0.654779265802932,"0"
"TZA-L11-H12",1161.861111,13.58307743,0,0.232,1.893540382,1383,32.87096024,3,4,0.5,0.75,0,29,4,0,8,3,1,3,4.069705009,1,0.559017003,0.559017003,0,0,0,4,4,1,1,2,1,5,1,3,1,3,1,2,1,1368.58153846154,"L11 _ 14","L11",14,3.38561,6.861883,6.631077,52.73100367,6.385156833,2.501609865,0.358619412,44.9057171085508,0.208398933,2.20439677919595,0.01605151568,0.05075821184,0,0.0310934461,0.140325018656,0.167,0.405228192276,0,20.7264070769231,-5.61118430769231,-6.56919138461538,43.7185769230769,0,0,0.325262143589744,0.31975145982906,0.333,0.978013603418803,0.145014923445238,0.531256071499153,0.595391510707928,0.672397903596076,"0"
